2009-1-5,1880.716
2009-1-6,1937.145
2009-1-7,1924.012
2009-1-8,1878.181
2009-1-9,1904.861
2009-1-12,1900.347
2009-1-13,1863.367
2009-1-14,1928.869
2009-1-15,1920.206
2009-1-16,1954.438
2009-1-19,1986.672
2009-1-20,1994.107
2009-1-21,1985.016
2009-1-22,2004.951
2009-1-23,1990.657
2009-2-2,2011.683
2009-2-3,2060.808
2009-2-4,2107.749
2009-2-5,2098.018
2009-2-6,2181.239
2009-2-9,2224.714
2009-2-10,2265.161
2009-2-11,2260.82
2009-2-12,2248.091
2009-2-13,2320.792
2009-2-16,2389.387
2009-2-17,2319.441
2009-2-18,2209.862
2009-2-19,2227.125
2009-2-20,2261.478
2009-2-23,2305.777
2009-2-24,2200.654
2009-2-25,2206.574
2009-2-26,2121.251
2009-2-27,2082.852
2009-3-2,2093.447
2009-3-3,2071.431
2009-3-4,2198.107
2009-3-5,2221.076
2009-3-6,2193.007
2009-3-9,2118.748
2009-3-10,2158.568
2009-3-11,2139.025
2009-3-12,2133.881
2009-3-13,2128.848
2009-3-16,2153.291
2009-3-17,2218.326
2009-3-18,2223.725
2009-3-19,2265.759
2009-3-20,2281.087
2009-3-23,2325.48
2009-3-24,2338.42
2009-3-25,2291.555
2009-3-26,2361.704
2009-3-27,2374.438
2009-3-30,2358.04
2009-3-31,2373.213
2009-4-1,2408.017
2009-4-2,2425.291
2009-4-3,2419.778
2009-4-7,2439.182
2009-4-8,2347.385
2009-4-9,2379.876
2009-4-10,2444.226
2009-4-13,2513.701
2009-4-14,2527.181
2009-4-15,2536.056
2009-4-16,2534.134
2009-4-17,2503.935
2009-4-20,2557.456
2009-4-21,2535.828
2009-4-22,2461.346
2009-4-23,2463.954
2009-4-24,2448.595
2009-4-27,2405.348
2009-4-28,2401.438
2009-4-29,2468.192
2009-4-30,2477.569
2009-5-4,2559.911
2009-5-5,2567.337
2009-5-6,2592.52
2009-5-7,2597.447
2009-5-8,2625.645
2009-5-11,2579.747
2009-5-12,2618.172
2009-5-13,2663.766
2009-5-14,2639.887
2009-5-15,2645.263
2009-5-18,2652.779
2009-5-19,2676.682
2009-5-20,2651.414
2009-5-21,2610.622
2009-5-22,2597.601
2009-5-25,2610.01
2009-5-26,2588.575
2009-5-27,2632.93
2009-6-1,2721.28
2009-6-2,2724.302
2009-6-3,2778.589
2009-6-4,2767.244
2009-6-5,2753.891
2009-6-8,2768.336
2009-6-9,2787.887
2009-6-10,2816.247
2009-6-11,2797.32
2009-6-12,2743.762
2009-6-15,2789.549
2009-6-16,2776.022
2009-6-17,2810.123
2009-6-18,2853.903
2009-6-19,2880.492
2009-6-22,2896.302
2009-6-23,2892.697
2009-6-24,2922.299
2009-6-25,2925.046
2009-6-26,2928.211
2009-6-29,2975.314
2009-6-30,2959.362
2009-7-1,3008.15
2009-7-2,3060.254
2009-7-3,3088.367
2009-7-6,3124.667
2009-7-7,3089.45
2009-7-8,3080.774
2009-7-9,3123.035
2009-7-10,3113.932
2009-7-13,3080.556
2009-7-14,3145.157
2009-7-15,3188.551
2009-7-16,3183.742
2009-7-17,3189.741
2009-7-20,3266.92
2009-7-21,3213.206
2009-7-22,3296.615
2009-7-23,3328.49
2009-7-24,3372.603
2009-7-27,3435.212
2009-7-28,3438.371
2009-7-29,3266.432
2009-7-30,3321.56
2009-7-31,3412.062
2009-8-3,3462.59
2009-8-4,3471.442
2009-8-5,3428.501
2009-8-6,3356.33
2009-8-7,3260.69
2009-8-10,3249.76
2009-8-11,3264.726
2009-8-12,3112.719
2009-8-13,3140.56
2009-8-14,3046.972
2009-8-17,2870.63
2009-8-18,2910.884
2009-8-19,2785.584
2009-8-20,2911.582
2009-8-21,2960.771
2009-8-24,2993.429
2009-8-25,2915.803
2009-8-26,2967.595
2009-8-27,2946.395
2009-8-28,2860.688
2009-8-31,2667.745
2009-9-1,2683.724
2009-9-2,2714.974
2009-9-3,2845.024
2009-9-4,2861.609
2009-9-7,2881.116
2009-9-8,2930.475
2009-9-9,2946.259
2009-9-10,2924.883
2009-9-11,2989.792
2009-9-14,3026.741
2009-9-15,3033.728
2009-9-16,2999.71
2009-9-17,3060.26
2009-9-18,2962.667
2009-9-21,2967.011
2009-9-22,2897.553
2009-9-23,2842.721
2009-9-24,2853.554
2009-9-25,2838.842
2009-9-28,2763.525
2009-9-29,2754.54
2009-9-30,2779.426
2009-10-9,2911.715
2009-10-12,2894.483
2009-10-13,2936.191
2009-10-14,2970.532
2009-10-15,2979.788
2009-10-16,2976.633
2009-10-19,3038.273
2009-10-20,3084.454
2009-10-21,3070.589
2009-10-22,3051.412
2009-10-23,3107.847
2009-10-26,3109.566
2009-10-27,3021.459
2009-10-28,3031.329
2009-10-29,2960.466
2009-10-30,2995.848
2009-11-2,3076.649
2009-11-3,3114.227
2009-11-4,3128.537
2009-11-5,3155.053
2009-11-6,3164.037
2009-11-9,3175.585
2009-11-10,3178.61
2009-11-11,3175.192
2009-11-12,3172.945
2009-11-13,3187.647
2009-11-16,3275.048
2009-11-17,3282.889
2009-11-18,3303.234
2009-11-19,3320.612
2009-11-20,3308.346
2009-11-23,3338.663
2009-11-24,3223.526
2009-11-25,3290.165
2009-11-26,3170.98
2009-11-27,3096.265
2009-11-30,3195.301
2009-12-1,3235.363
2009-12-2,3269.752
2009-12-3,3264.628
2009-12-4,3317.044
2009-12-7,3331.897
2009-12-8,3296.664
2009-12-9,3239.568
2009-12-10,3254.264
2009-12-11,3247.318
2009-12-14,3302.904
2009-12-15,3274.46
2009-12-16,3255.213
2009-12-17,3179.078
2009-12-18,3113.886
2009-12-21,3122.973
2009-12-22,3050.52
2009-12-23,3073.777
2009-12-24,3153.41
2009-12-25,3141.353
2009-12-28,3188.785
2009-12-29,3211.761
2009-12-30,3262.6
2009-12-31,3277.139
2010-1-4,3243.76
2010-1-5,3282.179
2010-1-6,3254.215
2010-1-7,3192.776
2010-1-8,3195.997
2010-1-11,3212.75
2010-1-12,3273.966
2010-1-13,3172.658
2010-1-14,3215.55
2010-1-15,3224.152
2010-1-18,3237.098
2010-1-19,3246.874
2010-1-20,3151.85
2010-1-21,3158.863
2010-1-22,3128.588
2010-1-25,3094.411
2010-1-26,3019.394
2010-1-27,2986.607
2010-1-28,2994.143
2010-1-29,2989.292
2010-2-1,2941.36
2010-2-2,2934.713
